resistant_phenotype,antibiotic,genome_id,genome_name,label,organism
susceptible,ciprofloxacin,46170.325,Staphylococcus aureus subsp. aureus strain SA14-265,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.811,Staphylococcus aureus subsp. aureus strain 6 (A) strain 6 (A) strain 6 (A),0,Staphylococcus aureus
susceptible,ciprofloxacin,561307.43,Staphylococcus aureus subsp. aureus RN4220,0,Staphylococcus aureus
susceptible,gentamicin,561307.43,Staphylococcus aureus subsp. aureus RN4220,0,Staphylococcus aureus
susceptible,tetracycline,561307.43,Staphylococcus aureus subsp. aureus RN4220,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.752,Staphylococcus aureus subsp. aureus strain LTF08,0,Staphylococcus aureus
susceptible,tetracycline,93061.132,Staphylococcus aureus subsp. aureus NCTC 8325 strain NCTC8325,0,Staphylococcus aureus
susceptible,gentamicin,46170.616,Staphylococcus aureus subsp. aureus strain M6KS0265_2,0,Staphylococcus aureus
susceptible,tetracycline,46170.310,Staphylococcus aureus subsp. aureus strain VB4283,0,Staphylococcus aureus
susceptible,gentamicin,46170.328,Staphylococcus aureus subsp. aureus strain SA11-192,0,Staphylococcus aureus
susceptible,ciprofloxacin,46170.369,Staphylococcus aureus subsp. aureus UAMS-1,0,Staphylococcus aureus
susceptible,tetracycline,46170.748,Staphylococcus aureus subsp. aureus strain LTF12,0,Staphylococcus aureus
susceptible,ciprofloxacin,426430.67,Staphylococcus aureus subsp. aureus str. Newman,0,Staphylococcus aureus
susceptible,gentamicin,426430.67,Staphylococcus aureus subsp. aureus str. Newman,0,Staphylococcus aureus
susceptible,tetracycline,426430.67,Staphylococcus aureus subsp. aureus str. Newman,0,Staphylococcus aureus
susceptible,ciprofloxacin,1280.57535,Staphylococcus aureus subspecie aureus F-182,0,Staphylococcus aureus
susceptible,gentamicin,1280.57535,Staphylococcus aureus subspecie aureus F-182,0,Staphylococcus aureus
susceptible,tetracycline,1280.57535,Staphylococcus aureus subspecie aureus F-182,0,Staphylococcus aureus
resistant,ciprofloxacin,1004953.3,Staphylococcus aureus subsp. aureus MRSA_PR1,1,Staphylococcus aureus
susceptible,gentamicin,1004953.3,Staphylococcus aureus subsp. aureus MRSA_PR1,0,Staphylococcus aureus
resistant,tetracycline,1004953.3,Staphylococcus aureus subsp. aureus MRSA_PR1,1,Staphylococcus aureus
resistant,ciprofloxacin,1006543.3,Staphylococcus aureus subsp. aureus T0131,1,Staphylococcus aureus
